CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Churn
1492,46,Male,San Antonio,Silver,41,2900.77,Books,2023/5/13,0
1493,44,Female,Houston,Bronze,64,3731.34,Electronics,2023/6/6,1
1494,53,Female,Los Angeles,Gold,60,3994.49,Home Goods,2023/10/11,0
1495,36,Female,San Antonio,Bronze,99,3361.07,Books,2023/8/3,0
1496,62,Female,Dallas,Platinum,18,4995.2,Electronics,2023/4/21,0
1497,60,Female,Los Angeles,Platinum,73,3609.83,Sports,2023/10/19,1
1498,69,Female,San Jose,Silver,99,3097.63,Sports,2023/11/7,0
1499,46,Male,Philadelphia,Silver,31,4386.49,Clothing,2023/2/12,0
1500,26,Female,Houston,Silver,73,3619.27,Books,2023/11/3,0
1501,67,Female,Philadelphia,Gold,15,738.52,Books,2023/8/12,0
1502,66,Female,San Jose,Gold,26,3868.15,Electronics,2023/4/5,0
1503,40,Female,San Jose,Bronze,14,838.28,Home Goods,2023/9/2,0
1504,49,Male,Philadelphia,Silver,42,828.5,Sports,2023/8/16,1
1505,39,Male,Chicago,Bronze,23,1523.25,Sports,2023/5/3,0
1506,52,Female,Philadelphia,Silver,82,3758.23,Sports,2023/2/15,0
1507,59,Male,San Jose,Gold,69,2963.13,Electronics,2023/5/28,1
1508,18,Male,Philadelphia,Silver,1,1795.64,Books,2023/5/24,1
1509,61,Male,San Diego,Bronze,23,4024.73,Sports,2023/8/19,0
1510,29,Female,San Antonio,Platinum,37,560.81,Electronics,2023/10/16,1
1511,26,Female,Philadelphia,Bronze,98,1556.47,Clothing,2023/5/5,0
1512,41,Female,Phoenix,Silver,12,4256.43,Electronics,2023/10/24,0
1513,39,Female,Los Angeles,Gold,53,1875.79,Home Goods,2023/5/21,0
1514,66,Female,San Jose,Silver,5,1698.66,Books,2023/6/14,1
1515,64,Female,Dallas,Gold,72,2722.14,Sports,2023/7/25,0
1516,47,Female,San Antonio,Gold,67,4552.05,Books,2023/3/26,0
1517,26,Female,Phoenix,Gold,77,4814.24,Books,2023/11/16,0
1518,39,Male,Philadelphia,Silver,16,488.47,Sports,2023/7/18,0
1519,30,Female,New York,Bronze,25,4747.5,Home Goods,2023/7/3,0
1520,63,Female,Phoenix,Silver,3,4807.8,Clothing,2023/8/29,0
1521,61,Female,Philadelphia,Bronze,98,1811.92,Clothing,2023/9/28,0
1522,27,Female,Los Angeles,Bronze,82,188.59,Clothing,2023/1/12,0
1523,29,Female,San Jose,Platinum,36,1828.79,Sports,2023/7/6,0
1524,51,Male,Phoenix,Gold,15,3875.26,Electronics,2023/7/1,0
1525,63,Male,New York,Bronze,75,700.34,Sports,2023/9/21,0
1526,59,Female,New York,Silver,50,1299.16,Electronics,2023/3/5,1
1527,69,Female,San Antonio,Silver,54,686.07,Sports,2023/9/30,0
1528,66,Female,San Antonio,Platinum,49,267.4,Home Goods,2023/3/21,0
1529,42,Female,New York,Gold,72,4204.49,Home Goods,2023/1/19,0
1530,25,Female,San Jose,Platinum,75,3024.42,Books,2023/6/21,0
1531,39,Female,San Antonio,Bronze,62,4395.91,Books,2023/10/5,0
1532,47,Female,Phoenix,Bronze,32,704.54,Books,2023/7/17,0
1533,60,Female,San Diego,Bronze,80,3432.23,Books,2023/5/7,0
1534,57,Female,Phoenix,Silver,89,2917.72,Books,2023/2/6,1
1535,56,Male,San Diego,Gold,18,4205.18,Sports,2023/7/16,0
1536,41,Male,Dallas,Silver,60,2453.77,Clothing,2023/9/23,0
1537,20,Male,Los Angeles,Gold,17,1508.65,Home Goods,2023/10/12,0
1538,60,Female,San Antonio,Platinum,89,2590.09,Electronics,2023/6/7,0
1539,55,Male,San Antonio,Silver,87,2438.16,Sports,2023/10/15,0
1540,69,Female,San Jose,Bronze,45,3462.01,Clothing,2023/6/28,0
1541,67,Female,Houston,Platinum,75,4726.37,Sports,2023/1/27,1
1542,24,Male,San Antonio,Silver,22,1896.4,Clothing,2024/1/1,0
1543,38,Male,San Jose,Bronze,56,2896.94,Home Goods,2023/10/6,0
1544,67,Female,San Jose,Gold,65,1840.5,Electronics,2023/3/31,0
1545,54,Male,New York,Silver,71,2833.12,Clothing,2023/4/12,0
1546,56,Female,New York,Gold,59,4571.75,Home Goods,2023/8/8,0
1547,39,Female,Philadelphia,Platinum,49,1714.7,Home Goods,2023/9/26,0
1548,59,Male,San Antonio,Platinum,52,4668.67,Clothing,2023/12/2,0
1549,35,Male,Dallas,Platinum,93,3866.49,Electronics,2023/12/21,0
1550,50,Female,Philadelphia,Gold,81,3660.75,Electronics,2023/1/24,0
1551,65,Female,Los Angeles,Gold,52,4048.2,Clothing,2023/12/25,1
1552,36,Female,Houston,Silver,62,2765.26,Home Goods,2023/12/19,1
1553,45,Female,Dallas,Bronze,8,1107.96,Electronics,2023/8/2,0
1554,29,Female,Chicago,Bronze,70,4949.48,Sports,2023/11/21,0
1555,39,Male,Phoenix,Gold,2,1488.03,Clothing,2023/2/3,0
1556,26,Female,San Antonio,Bronze,1,1487.79,Home Goods,2023/8/12,0
1557,41,Female,San Antonio,Bronze,70,2685.29,Home Goods,2023/12/31,0
1558,58,Female,San Antonio,Platinum,12,2114.93,Clothing,2023/7/3,0
1559,37,Male,Dallas,Bronze,72,525.51,Sports,2023/10/16,0
1560,38,Female,New York,Silver,67,2346.7,Electronics,2023/11/8,0
1561,45,Female,Philadelphia,Gold,52,1764.16,Electronics,2023/3/9,0
1562,24,Female,New York,Platinum,64,4581.92,Books,2023/9/2,0
1563,59,Male,Dallas,Platinum,82,4481.33,Books,2023/10/17,0
1564,46,Female,Los Angeles,Silver,98,3067.6,Sports,2023/6/6,0
1565,66,Female,San Antonio,Platinum,48,3592.3,Home Goods,2023/10/3,0
1566,29,Female,New York,Gold,76,2981.62,Home Goods,2023/2/23,1
1567,24,Female,Phoenix,Bronze,56,1232,Electronics,2023/8/27,0
1568,34,Male,San Jose,Platinum,52,3806.73,Sports,2023/5/18,0
1569,49,Male,Philadelphia,Gold,80,1430.99,Electronics,2023/6/28,1
1570,63,Male,San Jose,Platinum,34,1891.58,Clothing,2023/1/22,0
1571,25,Male,Chicago,Silver,93,4230.24,Sports,2023/12/22,0
1572,54,Female,Philadelphia,Platinum,53,1888.74,Electronics,2023/5/12,0
1573,43,Female,San Jose,Bronze,23,335.93,Clothing,2023/1/13,0
1574,47,Female,Chicago,Silver,15,216.53,Clothing,2023/2/3,0
1575,64,Male,San Diego,Bronze,5,3683.06,Home Goods,2023/8/21,1
1576,23,Male,San Jose,Gold,96,321.78,Home Goods,2023/7/7,0
1577,26,Female,Chicago,Gold,39,4978.99,Clothing,2023/4/23,0
1578,22,Female,Houston,Silver,46,4964.71,Electronics,2023/12/29,0
1579,51,Female,San Antonio,Silver,98,2156.01,Clothing,2023/4/16,0
1580,55,Female,Houston,Bronze,72,1313.14,Electronics,2023/12/11,0
1581,19,Female,Houston,Bronze,69,4057.22,Home Goods,2023/6/2,0
1582,41,Female,Houston,Gold,43,3678.32,Home Goods,2023/2/10,0
1583,67,Female,Chicago,Gold,30,4706.21,Home Goods,2023/2/24,0
1584,30,Female,San Jose,Gold,60,1164.49,Electronics,2023/5/23,1
1585,19,Female,Phoenix,Gold,10,4743.9,Books,2023/3/31,0
1586,25,Male,Philadelphia,Platinum,96,3033.05,Books,2023/8/5,1
1587,46,Female,Los Angeles,Platinum,53,2808.64,Clothing,2023/11/5,0
1588,26,Male,Houston,Platinum,54,3159.02,Home Goods,2023/2/18,0
1589,64,Female,Phoenix,Bronze,7,1427.78,Home Goods,2023/5/22,0
1590,54,Female,Houston,Bronze,23,1917.78,Electronics,2023/9/3,0
1591,66,Female,Los Angeles,Gold,17,4433.4,Clothing,2023/3/7,0
1592,59,Female,San Diego,Bronze,93,3325.77,Home Goods,2023/6/16,1
1593,42,Female,Phoenix,Gold,16,4334.65,Home Goods,2023/12/25,0
1594,18,Male,Philadelphia,Bronze,39,1506.17,Home Goods,2023/1/15,0
1595,52,Female,Chicago,Platinum,10,459.52,Home Goods,2023/12/15,0
1596,63,Female,Philadelphia,Gold,29,762.27,Books,2023/10/21,0
1597,63,Female,Phoenix,Gold,53,1365.76,Clothing,2023/6/9,1
1598,33,Female,San Antonio,Bronze,14,2521.83,Clothing,2023/2/21,0
1599,57,Male,San Jose,Platinum,72,1039.6,Books,2023/6/4,0
1600,20,Female,Phoenix,Platinum,56,3425.06,Clothing,2023/7/21,0
1601,60,Female,Houston,Gold,55,3913.02,Clothing,2023/6/22,1
1602,29,Female,Philadelphia,Silver,44,3594.07,Clothing,2023/6/4,1
1603,65,Female,San Antonio,Bronze,59,3666.39,Clothing,2023/3/10,0
1604,22,Male,San Antonio,Silver,88,2893.91,Electronics,2023/2/25,0
1605,49,Female,San Jose,Silver,55,3747.92,Electronics,2023/6/12,0
1606,64,Female,San Antonio,Platinum,83,4435.41,Books,2023/2/21,0
1607,24,Female,Dallas,Platinum,66,3231.3,Clothing,2023/1/7,1
1608,20,Male,Phoenix,Gold,96,4722.62,Books,2023/1/11,1
1609,28,Female,New York,Bronze,51,2843.74,Electronics,2023/7/7,1
1610,54,Female,Houston,Gold,91,3370.63,Books,2023/6/3,0
1611,60,Male,New York,Gold,49,2431.98,Home Goods,2023/3/4,0
1612,63,Female,San Diego,Platinum,45,2799.91,Home Goods,2023/9/30,0
1613,35,Male,Philadelphia,Gold,30,3797.17,Home Goods,2023/6/6,0
1614,64,Female,San Antonio,Platinum,35,4991.86,Sports,2023/11/18,0
1615,30,Male,San Antonio,Platinum,98,333.25,Books,2023/7/13,1
1616,58,Male,San Antonio,Platinum,17,2779.46,Electronics,2023/5/5,0
1617,35,Female,Houston,Bronze,94,2105.96,Home Goods,2023/9/21,0
1618,65,Male,San Antonio,Platinum,1,4654.31,Sports,2023/7/22,0
1619,25,Female,Chicago,Gold,4,859.09,Clothing,2023/3/20,0
1620,29,Male,San Jose,Bronze,52,4136.2,Clothing,2023/1/21,0
1621,44,Female,Phoenix,Gold,83,739.05,Books,2023/1/12,1
1622,40,Female,Los Angeles,Gold,12,3887,Sports,2023/8/5,0
1623,54,Female,San Jose,Platinum,70,4474.47,Sports,2023/3/18,1
1624,67,Male,Philadelphia,Silver,97,3757.9,Sports,2023/4/12,0
1625,45,Male,Houston,Bronze,36,4752.28,Electronics,2023/2/26,0
1626,30,Female,Dallas,Silver,70,3041.54,Electronics,2023/4/3,1
1627,25,Female,Philadelphia,Bronze,41,1476.72,Clothing,2023/12/12,1
1628,36,Male,San Jose,Bronze,51,4350.38,Sports,2023/4/1,0
1629,35,Male,Chicago,Platinum,89,3773.65,Electronics,2023/12/2,0
1630,25,Male,San Diego,Platinum,75,4208.33,Books,2023/5/5,0
1631,25,Male,Dallas,Silver,76,2692.44,Electronics,2023/11/21,0
1632,26,Female,Philadelphia,Bronze,64,4227.21,Home Goods,2023/1/19,0
1633,38,Male,San Jose,Bronze,99,664.36,Electronics,2023/2/15,0
1634,67,Female,San Diego,Bronze,26,4606.22,Home Goods,2023/2/20,0
1635,29,Female,Dallas,Silver,38,1207.02,Sports,2023/5/25,0
1636,42,Male,San Diego,Gold,28,3949.09,Home Goods,2023/5/12,0
1637,68,Female,Chicago,Platinum,70,104.81,Sports,2023/7/30,1
1638,44,Male,Chicago,Bronze,76,4655.69,Home Goods,2023/8/4,0
1639,31,Male,Chicago,Gold,83,4762.89,Clothing,2023/11/10,1
1640,66,Male,Chicago,Platinum,60,4687.05,Home Goods,2023/4/28,1
1641,62,Male,Los Angeles,Gold,16,2788.81,Clothing,2023/10/27,0
1642,30,Female,Dallas,Bronze,91,967.96,Electronics,2023/2/3,0
1643,29,Female,San Diego,Bronze,11,468.65,Home Goods,2023/5/12,0
1644,32,Female,Houston,Gold,13,3149.04,Books,2023/9/7,0
1645,37,Female,San Jose,Gold,81,2713.66,Books,2023/4/26,0
1646,52,Male,Phoenix,Silver,95,2414.15,Clothing,2023/11/3,0
1647,36,Male,Los Angeles,Silver,46,601.38,Home Goods,2023/5/2,0
1648,56,Female,San Diego,Bronze,1,4385.48,Sports,2023/10/9,0
1649,19,Female,San Antonio,Bronze,75,3666.36,Books,2023/8/24,0
1650,49,Female,Phoenix,Platinum,5,4384.71,Sports,2023/12/6,0
1651,23,Female,San Diego,Silver,1,2011.87,Electronics,2023/5/25,0
1652,69,Female,San Diego,Silver,77,3120.07,Books,2023/7/5,0
1653,57,Female,Houston,Bronze,51,2449.17,Books,2023/12/30,0
1654,66,Female,Chicago,Gold,54,4917.67,Books,2023/12/12,1
1655,26,Female,Phoenix,Silver,76,2010.91,Electronics,2023/7/29,0
1656,50,Female,San Diego,Gold,73,4096.46,Electronics,2023/10/26,0
1657,24,Male,Dallas,Silver,76,2989.93,Electronics,2023/9/21,0
1658,51,Male,San Diego,Platinum,33,1641.74,Books,2023/3/6,0
1659,18,Female,Philadelphia,Silver,32,2117.8,Electronics,2023/2/18,0
1660,21,Female,Dallas,Silver,16,1826.43,Home Goods,2023/9/29,0
1661,59,Male,San Jose,Gold,40,3848.34,Sports,2023/10/31,0
1662,65,Female,Chicago,Gold,86,3365.9,Electronics,2023/7/31,0
1663,23,Female,San Antonio,Silver,51,669.52,Home Goods,2023/11/7,0
1664,62,Female,Phoenix,Gold,14,3892.05,Electronics,2023/3/21,0
1665,52,Male,Phoenix,Gold,17,2360.61,Books,2023/1/21,0
1666,19,Male,San Diego,Platinum,92,1699.95,Home Goods,2023/11/5,0
1667,57,Female,New York,Platinum,79,1932.07,Home Goods,2023/10/21,0
1668,29,Female,Los Angeles,Gold,8,737.41,Home Goods,2023/10/13,0
1669,68,Female,New York,Bronze,20,1630.35,Home Goods,2023/8/22,0
1670,31,Female,Chicago,Gold,39,948.88,Home Goods,2023/6/19,0
1671,30,Female,San Diego,Bronze,63,2342.27,Clothing,2023/7/31,0
1672,30,Female,Dallas,Bronze,52,2686.77,Sports,2023/5/20,0
1673,35,Female,Dallas,Platinum,6,4951.1,Home Goods,2023/10/24,0
1674,59,Female,San Jose,Platinum,90,3867.6,Home Goods,2023/1/13,1
1675,43,Female,San Jose,Bronze,87,2691.58,Sports,2023/12/21,0
1676,61,Female,Dallas,Bronze,69,1934.21,Electronics,2023/10/13,1
1677,53,Male,San Diego,Bronze,31,879.13,Sports,2023/2/4,0
1678,44,Female,Houston,Gold,32,1958.56,Home Goods,2023/4/10,0
1679,52,Female,Philadelphia,Gold,89,2768.44,Books,2023/4/25,0
1680,26,Female,Philadelphia,Silver,7,971.27,Home Goods,2023/5/8,0
1681,60,Female,New York,Silver,5,4509.58,Clothing,2023/9/13,0
1682,25,Female,Houston,Platinum,66,3231.67,Clothing,2023/7/11,0
1683,31,Female,San Antonio,Platinum,74,2084.66,Clothing,2023/12/12,0
1684,26,Female,Dallas,Silver,81,3991.86,Sports,2024/1/5,0
1685,44,Male,Philadelphia,Platinum,69,759.29,Clothing,2023/10/10,0
1686,37,Female,Phoenix,Platinum,69,4205.14,Books,2023/5/1,0
1687,65,Female,Dallas,Gold,1,192.72,Clothing,2023/11/14,0
1688,69,Male,San Jose,Platinum,23,2035.91,Books,2023/8/4,1
1689,48,Female,Phoenix,Gold,13,2838.09,Home Goods,2023/5/31,0
1690,29,Female,New York,Gold,19,922.84,Home Goods,2023/7/19,0
1691,69,Male,New York,Gold,15,3382.09,Clothing,2023/1/10,1
1692,67,Female,Phoenix,Platinum,46,4809.43,Electronics,2023/1/15,0
1693,53,Female,San Jose,Bronze,86,496.5,Sports,2023/3/19,0
1694,37,Female,San Diego,Silver,39,145.26,Sports,2023/6/16,0
1695,40,Female,Chicago,Silver,10,3570.48,Home Goods,2023/11/7,1
1696,54,Female,San Antonio,Bronze,42,3987.44,Home Goods,2023/12/7,0
1697,37,Female,Dallas,Gold,49,2139.76,Clothing,2023/1/29,1
1698,65,Female,Philadelphia,Silver,68,1795.08,Electronics,2023/9/20,0
1699,68,Female,San Jose,Bronze,14,1823.01,Sports,2023/10/27,0
1700,52,Male,Los Angeles,Silver,79,4208.84,Sports,2023/8/10,0
1701,27,Female,New York,Platinum,56,383.23,Books,2023/5/8,0
1702,61,Female,New York,Silver,8,4001.33,Electronics,2023/3/20,0
1703,36,Female,Phoenix,Platinum,58,794.31,Sports,2023/10/17,0
1704,62,Female,Phoenix,Gold,26,4121.92,Clothing,2023/8/6,0
1705,23,Female,San Antonio,Gold,58,2753.18,Clothing,2023/3/8,0
1706,44,Female,San Antonio,Gold,16,4196.02,Sports,2023/12/9,0
1707,33,Female,Chicago,Gold,1,815.44,Sports,2023/12/31,0
1708,49,Female,Chicago,Bronze,37,808.96,Clothing,2023/6/20,0
1709,29,Female,Houston,Bronze,68,1153.98,Home Goods,2023/8/31,0
1710,20,Female,Houston,Bronze,36,2635.88,Electronics,2023/5/14,0
1711,60,Female,San Antonio,Gold,75,2270.85,Clothing,2023/12/11,0
1712,32,Male,Phoenix,Silver,6,1381.84,Electronics,2023/5/22,0
1713,30,Male,Philadelphia,Silver,77,1472.08,Sports,2023/12/21,0
1714,28,Female,Los Angeles,Bronze,31,3853.84,Electronics,2023/1/7,1
1715,25,Female,Houston,Gold,68,481.58,Clothing,2023/8/17,0
1716,40,Female,Phoenix,Bronze,51,4501.13,Books,2023/12/13,0
1717,33,Female,San Jose,Gold,58,2032.4,Sports,2023/11/17,0
1718,21,Female,Philadelphia,Gold,80,3789.71,Electronics,2023/11/14,0
1719,33,Male,Houston,Gold,79,857.59,Sports,2023/9/21,0
1720,61,Male,Phoenix,Gold,50,3965.32,Electronics,2023/6/9,1
1721,50,Female,Chicago,Gold,44,1346.34,Clothing,2023/8/22,0
1722,20,Female,Los Angeles,Silver,56,112.09,Sports,2023/12/15,0
1723,64,Female,Phoenix,Platinum,65,3907.96,Clothing,2023/5/22,0
1724,43,Male,Dallas,Silver,20,2992.46,Clothing,2023/4/11,0
1725,63,Male,San Antonio,Gold,28,3390.14,Electronics,2023/9/24,0
1726,24,Female,Chicago,Silver,89,3033.27,Sports,2023/5/23,0
1727,31,Female,Los Angeles,Silver,59,1238.36,Sports,2023/10/17,0
1728,64,Male,Chicago,Silver,41,1712.61,Sports,2023/11/29,0
1729,30,Female,Dallas,Silver,14,136.33,Books,2023/7/5,0
1730,68,Male,San Antonio,Bronze,21,4569.2,Sports,2023/7/28,0
1731,48,Female,New York,Silver,24,2250.44,Clothing,2023/2/8,1
1732,43,Female,Dallas,Gold,18,923.59,Electronics,2023/2/19,0
1733,64,Male,Dallas,Bronze,34,102.08,Sports,2023/11/23,0
1734,19,Male,San Antonio,Platinum,19,3947.42,Books,2023/10/6,0
1735,33,Male,Phoenix,Gold,37,1784.33,Books,2023/4/4,0
1736,69,Male,New York,Platinum,59,1493.71,Clothing,2023/3/25,0
1737,26,Female,Dallas,Platinum,95,2704.34,Books,2023/4/10,0
1738,62,Male,Houston,Bronze,3,2513.55,Electronics,2023/7/17,0
1739,45,Female,San Diego,Platinum,36,3132.52,Sports,2023/10/3,0
1740,18,Female,Philadelphia,Platinum,37,120.64,Sports,2023/8/14,0
1741,61,Female,Chicago,Bronze,56,1887.84,Electronics,2023/8/31,0
1742,54,Female,Dallas,Platinum,20,4875.45,Books,2023/9/1,0
1743,46,Female,Dallas,Platinum,9,1115.3,Books,2023/9/4,0
1744,60,Female,Los Angeles,Platinum,24,1707.95,Sports,2023/5/7,0
1745,61,Male,New York,Bronze,44,658.92,Books,2023/7/13,0
1746,60,Female,Dallas,Gold,3,2551.96,Electronics,2023/8/26,1
1747,37,Male,Phoenix,Bronze,8,2063.29,Home Goods,2023/6/23,0
1748,52,Male,San Diego,Bronze,21,2081.48,Books,2023/8/12,0
1749,23,Female,New York,Platinum,8,2165.49,Electronics,2023/12/1,1
1750,52,Male,Dallas,Silver,57,3540.26,Electronics,2023/3/22,0
1751,52,Female,San Jose,Platinum,49,2314.37,Electronics,2023/1/30,0
1752,19,Female,San Diego,Silver,11,1376.85,Electronics,2023/5/6,1
1753,50,Female,Philadelphia,Gold,55,2516.27,Books,2023/7/20,0
1754,18,Male,Los Angeles,Silver,81,4733.88,Home Goods,2023/2/8,0
1755,55,Female,Dallas,Platinum,65,2408.72,Electronics,2023/3/16,0
1756,20,Female,New York,Gold,68,781.16,Sports,2023/12/29,0
1757,23,Female,Philadelphia,Platinum,40,4134.91,Clothing,2023/5/7,0
1758,30,Male,San Antonio,Platinum,80,4595.65,Sports,2023/11/13,0
1759,19,Female,Los Angeles,Gold,32,1768.4,Clothing,2023/3/14,0
1760,25,Female,San Jose,Bronze,65,208.14,Clothing,2023/3/30,0
1761,57,Female,Chicago,Bronze,63,4047.96,Clothing,2023/6/29,0
1762,52,Male,Los Angeles,Bronze,44,1693,Clothing,2023/3/1,0
1763,62,Female,Phoenix,Platinum,48,2783.93,Home Goods,2023/3/14,0
1764,49,Female,Dallas,Gold,38,3944.72,Home Goods,2023/3/23,0
1765,42,Male,Philadelphia,Platinum,77,2436.31,Clothing,2023/12/27,0
1766,32,Female,San Jose,Gold,21,1532.75,Books,2023/8/31,0
1767,69,Female,San Antonio,Bronze,43,4297.47,Books,2023/5/13,0
1768,68,Female,San Antonio,Platinum,97,4623.1,Home Goods,2023/10/26,0
1769,49,Male,Phoenix,Platinum,95,3613.02,Clothing,2023/2/26,0
1770,39,Female,Dallas,Silver,58,159.28,Home Goods,2023/3/6,0
1771,37,Female,Los Angeles,Bronze,42,311.4,Home Goods,2023/9/19,0
1772,49,Male,San Jose,Platinum,85,2930.85,Home Goods,2023/6/12,0
1773,41,Male,Dallas,Silver,77,3901.43,Sports,2023/3/23,0
1774,66,Female,San Jose,Silver,75,793.03,Clothing,2023/2/28,0
1775,67,Female,Phoenix,Bronze,8,4522.35,Home Goods,2023/10/9,0
1776,53,Female,Philadelphia,Bronze,76,4593.39,Home Goods,2023/4/10,0
1777,68,Female,Chicago,Bronze,70,3981.77,Home Goods,2023/3/31,0
1778,50,Male,Phoenix,Bronze,7,3277.67,Clothing,2023/10/11,1
1779,18,Male,San Diego,Bronze,43,1899.9,Sports,2023/5/24,0
1780,55,Female,Phoenix,Platinum,92,553.96,Sports,2023/11/12,0
1781,38,Male,Dallas,Gold,90,4700.9,Clothing,2023/10/2,1
1782,26,Female,Dallas,Bronze,37,1493.22,Electronics,2023/4/22,0
1783,61,Female,San Diego,Silver,69,996.23,Sports,2023/11/16,0
1784,23,Female,New York,Gold,44,4745.34,Books,2023/11/10,0
1785,58,Female,San Jose,Platinum,49,3025.16,Sports,2023/8/19,1
1786,66,Male,Houston,Bronze,5,4779.02,Clothing,2023/11/15,0
1787,43,Female,San Jose,Bronze,38,4164.79,Sports,2023/8/7,0
1788,24,Female,Phoenix,Bronze,70,1525.81,Sports,2023/3/12,0
1789,36,Male,San Jose,Platinum,73,3363.07,Sports,2023/2/24,0
1790,41,Male,San Jose,Platinum,79,3078.06,Sports,2023/7/5,0
1791,23,Male,Philadelphia,Silver,87,2047.63,Home Goods,2023/12/27,0
1792,28,Male,San Diego,Silver,89,2756.11,Books,2023/8/20,0
1793,53,Female,Phoenix,Platinum,58,2686.71,Books,2023/4/23,1
1794,68,Male,New York,Silver,76,417.63,Electronics,2023/6/9,0
1795,38,Male,New York,Bronze,12,979.86,Electronics,2023/9/1,0
1796,18,Female,San Jose,Silver,37,2773.28,Clothing,2023/3/10,0
1797,63,Female,Los Angeles,Silver,74,313.17,Sports,2023/3/18,0
1798,49,Male,Chicago,Silver,48,4069.67,Home Goods,2023/12/13,0
1799,25,Female,Houston,Gold,53,2022.53,Books,2023/5/2,0
1800,34,Female,San Jose,Gold,40,470.51,Sports,2023/9/23,0
1801,53,Female,Chicago,Gold,65,4222.68,Clothing,2023/1/24,1
1802,55,Female,San Antonio,Platinum,70,436.11,Electronics,2023/11/22,1
1803,35,Female,Philadelphia,Gold,80,925.8,Sports,2023/2/14,1
1804,34,Male,San Antonio,Silver,88,3856.65,Home Goods,2023/8/10,0
1805,38,Female,Los Angeles,Gold,19,4674.93,Sports,2023/11/17,0
1806,53,Male,San Diego,Platinum,55,269.5,Home Goods,2023/2/13,0
1807,53,Female,Phoenix,Platinum,10,396.44,Books,2023/3/4,0
1808,41,Female,San Jose,Bronze,23,2464.87,Sports,2023/6/22,0
1809,42,Male,Houston,Platinum,42,2157.43,Electronics,2023/8/17,0
1810,28,Female,San Diego,Gold,18,4820.7,Books,2023/10/1,0
1811,39,Female,Chicago,Silver,17,2292.4,Electronics,2023/11/13,0
1812,38,Male,Houston,Silver,86,3580.51,Home Goods,2023/3/27,1
1813,59,Female,Los Angeles,Platinum,44,1816.95,Books,2023/3/6,0
1814,45,Female,New York,Platinum,51,1002.9,Clothing,2023/8/6,1
1815,38,Female,San Jose,Platinum,56,3478.87,Electronics,2023/2/28,0
1816,55,Female,New York,Silver,34,2330.8,Electronics,2023/2/21,0
1817,65,Male,Chicago,Bronze,86,2889.29,Clothing,2023/2/24,0
1818,38,Female,San Jose,Silver,75,4042.81,Clothing,2023/11/21,0
1819,36,Female,Philadelphia,Gold,50,1831.85,Clothing,2023/3/28,1
1820,37,Female,San Jose,Platinum,80,2513.34,Books,2023/2/25,0
1821,28,Female,Dallas,Platinum,25,2583.58,Home Goods,2023/8/28,1
1822,25,Male,San Jose,Bronze,32,434.6,Clothing,2023/11/21,0
1823,60,Male,San Jose,Gold,37,3468.81,Sports,2023/5/25,0
1824,59,Male,Phoenix,Silver,21,2275,Home Goods,2023/1/9,1
1825,49,Male,Los Angeles,Silver,53,3035.9,Sports,2023/12/17,0
1826,32,Female,San Jose,Platinum,64,4446.08,Electronics,2023/6/14,0
1827,47,Female,San Antonio,Gold,53,1384.94,Clothing,2023/12/3,0
1828,69,Female,Phoenix,Bronze,59,3401.07,Clothing,2023/11/11,0
1829,69,Female,Houston,Platinum,7,2832.14,Home Goods,2023/11/15,0
1830,49,Female,Houston,Silver,44,2751.25,Clothing,2023/3/10,1
1831,51,Male,Phoenix,Silver,84,4688.77,Sports,2023/9/9,0
1832,48,Female,Philadelphia,Gold,77,1859.53,Home Goods,2023/5/3,0
1833,57,Female,Philadelphia,Platinum,32,434.82,Clothing,2023/8/24,0
1834,61,Female,Philadelphia,Silver,3,1777.17,Home Goods,2023/1/22,0
1835,51,Male,New York,Gold,25,130.06,Sports,2023/11/2,0
1836,47,Male,Houston,Bronze,44,4130.84,Sports,2023/7/8,0
1837,26,Female,Los Angeles,Platinum,63,4945.78,Sports,2023/7/16,1
1838,53,Male,Los Angeles,Silver,66,4082.67,Electronics,2023/5/15,0
1839,24,Female,Dallas,Gold,30,3989.68,Sports,2023/6/19,0
1840,26,Female,Los Angeles,Bronze,31,3261.6,Home Goods,2023/6/23,0
1841,63,Female,Chicago,Gold,27,2920.02,Home Goods,2023/9/5,1
1842,52,Female,San Antonio,Bronze,6,2882.17,Sports,2023/6/18,0
1843,28,Female,San Diego,Gold,99,2086.08,Electronics,2023/6/20,0
1844,68,Male,San Antonio,Bronze,57,949.18,Books,2023/11/29,0
1845,56,Female,San Diego,Gold,74,3298.97,Sports,2023/6/6,0
1846,42,Female,Dallas,Gold,9,223.37,Clothing,2023/3/2,1
1847,43,Male,San Diego,Silver,58,1235.61,Clothing,2023/12/1,0
1848,48,Male,Los Angeles,Silver,78,120.77,Electronics,2023/1/24,0
1849,27,Female,San Antonio,Gold,96,2545.96,Books,2023/7/20,0
1850,48,Female,Phoenix,Bronze,49,1846.54,Sports,2023/11/2,0
1851,61,Male,Phoenix,Platinum,88,2192.88,Books,2023/8/28,0
1852,52,Female,Philadelphia,Silver,41,2909.38,Electronics,2023/1/19,0
1853,45,Female,San Diego,Bronze,14,472.65,Books,2023/1/14,0
1854,25,Female,San Antonio,Platinum,67,1387.67,Sports,2023/7/28,0
